Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s)
0.0,-0.466122359,0.02501462027,9.553678513,0.01190314535,0.08445648104,0.03618067503
0.002,-0.4679227769,0.02311841212,9.547693253,0.0116937058,0.08422958851,0.03954916075
0.004,-0.4743967056,0.016280571,9.537436485,0.01350884791,0.08129743487,0.04312708601
0.006,-0.4846630394,0.01179862581,9.533385277,0.01424188633,0.07473500073,0.0467922762
0.008,-0.4930619001,0.003696647473,9.54393959,0.01422443334,0.06953391433,0.05049237609
0.01,-0.5089210868,-0.02447831817,9.537282944,0.01548107062,0.06553710997,0.0535816066
0.012,-0.5101565123,-0.03971501812,9.529909134,0.01631882787,0.06232570857,0.05578072369
0.014,-0.5002157688,-0.0493109785,9.509817123,0.01539380383,0.06070255116,0.05731661245
0.016,-0.4856685996,-0.07892246544,9.49651432,0.014381513,0.05941100791,0.05888740718
0.018,-0.4777486026,-0.09016563743,9.495575905,0.01333431527,0.05698499829,0.06110397726
0.02,-0.4720025063,-0.1037263945,9.474986076,0.01101302728,0.05347688869,0.06326818466
0.022,-0.4719067514,-0.1099321693,9.469230652,0.007871435024,0.05078908056,0.06478662044
0.024,-0.4756608307,-0.1281376779,9.467104912,0.004066617228,0.05126031861,0.06633996218
0.026,-0.4921520948,-0.1529990733,9.4626894,0.0006108652451,0.0539830327,0.06729989499
0.028,-0.5014128685,-0.1805994213,9.461587906,-0.002356194425,0.05794493109,0.06768386811
0.03,-0.4961743355,-0.2083913088,9.463388443,-0.005462880712,0.06237806752,0.06815510988
0.032,-0.4935120046,-0.2256200016,9.47963047,-0.007661995478,0.06640977412,0.06897541136
0.034,-0.4952933192,-0.2340284288,9.502836227,-0.01014036313,0.07119198143,0.0702669546
0.036,-0.4908879697,-0.2402820885,9.507575989,-0.01368338149,0.07756242901,0.07077310234
0.038,-0.4820677042,-0.2533161044,9.516970634,-0.01764527895,0.08552113175,0.07131415606
0.04,-0.4579246044,-0.2804950774,9.547041893,-0.02241002768,0.09477137774,0.07215191424
0.042,-0.4574361742,-0.2845652401,9.556292534,-0.02813470736,0.1048419252,0.0731292963
0.044,-0.4586907327,-0.2751512527,9.573866844,-0.0345749706,0.1149299294,0.07478735596
0.046,-0.4331302345,-0.272565484,9.595941544,-0.04129448906,0.1247212291,0.07672467083
0.048,-0.4018906951,-0.2493225932,9.630561829,-0.04656538367,0.1353328228,0.07878416032
0.05,-0.3962978423,-0.2280046195,9.650069237,-0.05153957382,0.1469218135,0.08056439459
